Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MUX,McEwen Mining Inc.,0.93,$255.23M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MHFI,McGraw Hill Financial Inc.,97.02,$26.22B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mhfi
MCK,McKesson Corporation,188.98,$43.49B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,MDU Resources Group Inc.,17.27,$3.37B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,80.11,$15.79B,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MTL,Mechel OAO,0.8425,$350.71M,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel OAO,0.296,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MEG,Media General Inc.,15.09,$1.93B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/meg
MPW,Medical Properties Trust Inc.,11.61,$2.76B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,29.74,$349.71M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,7.68,$443.43M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCQ,Medley Capital Corporation,25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcq
MCV,Medley Capital Corporation,25.1233,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MDLY,Medley Management Inc.,4.73,$138.79M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,Mednax Inc,70.36,$6.62B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,Medtronic plc,77.95,$110.19B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MW,Men&#39;s Wearhouse Inc. (The),20.38,$985.51M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/mw
MRK,Merck & Company Inc.,53.68,$149.96B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,51.85,$2.86B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,46.4,$2.07B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,36.99,$1.47B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,Meritor Inc.,9.07,$842.37M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^D,Merrill Lynch & Co. Inc.,25.93,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^d
MER^E,Merrill Lynch & Co. Inc.,25.98,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^e
MER^F,Merrill Lynch & Co. Inc.,26.13,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^f
MER^K,Merrill Lynch & Co. Inc.,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
MER^M,Merrill Lynch & Co. Inc.,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^m
MER^P,Merrill Lynch & Co. Inc.,26.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p
PIY,Merrill Lynch Depositor Inc.,26.1,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,6.67,$12.43M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,5.48,$71.9M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MPG,Metaldyne Performance Group Inc.,19.58,$1.32B,2014,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg
MEI,Methode Electronics Inc.,35.25,$1.36B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,MetLife Inc.,50.12,$55.71B,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,MetLife Inc.,25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MTD,Mettler-Toledo International Inc.,338.66,$9.26B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,Mexico Equity and Income Fund Inc. (The),11.29,$76.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,Mexico Fund Inc. (The),17.34,$244.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,MFA Financial Inc.,6.8,$2.52B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^B,MFA Financial Inc.,24.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b
MFO,MFA Financial Inc.,25.72,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MIL,MFC Industrial Ltd.,1.81,$114.29M,n/a,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/mil
MCR,MFS Charter Income Trust,7.86,$431.41M,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,5.17,$168.55M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,4.49,$529.49M,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,5.57,$436.57M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.59,$271.43M,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,5.2684,$37.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,9.29,$3.16B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGM,MGM Resorts International,22.32,$12.58B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,42.87,$7.89B,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,Mid-America Apartment Communities Inc.,88.42,$6.67B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MEP,Midcoast Energy Partners L.P.,9.12,$412.41M,2013,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep
MSL,MidSouth Bancorp,10.38,$117.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MPO,Midstates Petroleum Company Inc.,2.4,$26.13M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MCRN,Milacron Holdings Corp.,13.37,$899.86M,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,Miller Industries Inc.,21.84,$247.69M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,10.78,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie
MR,Mindray Medical International Limited,26.9,$3.18B,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mr
MTX,Minerals Technologies Inc.,57.46,$2B,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,26.438,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,21.41,$617.92M,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,6.52,$90.7B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,4.74,$150.32M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,Mizuho Financial Group Inc.,4.05,$50.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,6.68,$6.64B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,42.53,$9.22B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,Model N Inc.,11.36,$302.94M,2013,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,9.2,$443.07M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,29.63,$1.53B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,Mohawk Industries Inc.,190.83,$14.11B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,58.78,$3.3B,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,94.75,$15.42B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,10.18,$620.17M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^A,Monmouth Real Estate Investment Corporation,25.634,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^a
MNR^B,Monmouth Real Estate Investment Corporation,26.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MORE          ,Monogram Residential Trust Inc.,9.73,$1.62B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more          
MON,Monsanto Company,97.67,$42.96B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MWW,Monster Worldwide Inc.,6.21,$566.91M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww
MTS,Montgomery Street Income Securities Inc.,17.6101,$182.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mts
MCO,Moody&#39;s Corporation,104.05,$20.57B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,34.68,$67.15B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,20.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,28.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,27.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,26.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,26.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
MSK,Morgan Stanley,25.63,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/msk
MWG,Morgan Stanley,25.8399,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.44,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mwr
APF,Morgan Stanley Asia-Pacific Fund Inc.,13.94,$195.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,25.59,$559.95M,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,8.73,$200.88M,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,7.11,$501.86M,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,Morgan Stanley Emerging Markets Fund Inc.,12.92,$188.01M,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,Morgan Stanley India Investment Fund Inc.,24.91,$383.5M,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),32.05,$11.3B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,Motorola Solutions Inc.,70.38,$12.43B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,26.69,$614.64M,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,27.89,$2.29B,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,13.56,$1.39B,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,MS Income Securities Inc.,17.41,$156.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.2501,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,45.79,$1.71B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,MSC Industrial Direct Company Inc.,61.35,$3.78B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,70.67,$7.26B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,159.86,$3.99B,2015,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,20.03,$1.5B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn
MLI,Mueller Industries Inc.,29.5,$1.69B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,9.2,$1.48B,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MPSX,Multi Packaging Solutions International Limited,17.53,$1.36B,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx
MUR,Murphy Oil Corporation,23.68,$4.07B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,64.83,$2.7B,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,5.52,$63.48M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,MVC Capital Inc.,8.14,$184.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,MVC Capital Inc.,24.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,Myers Industries Inc.,15.21,$458.43M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
NBR,Nabors Industries Ltd.,9.11,$3.01B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,NACCO Industries Inc.,42.2,$288.35M,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,5.2,$221.62M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp
NBHC,National Bank Holdings Corporation,20.91,$634.15M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NFG,National Fuel Gas Company,40.1,$3.39B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,National Grid Transco PLC,68.63,$51.71B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,National Health Investors Inc.,60.2,$2.26B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,National Oilwell Varco Inc.,34.64,$13.02B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,National Presto Industries Inc.,86.06,$596.67M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,38.67,$5.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
NNN^D,National Retail Properties,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^d
NNN^E,National Retail Properties,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^e
SID,National Steel Company,1.21,$1.68B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,16.36,$376.56M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,Nationstar Mortgage Holdings Inc.,12.03,$1.32B,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,26.07,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,Natural Gas Services Group Inc.,20.47,$260.91M,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,Natural Grocers by Vitamin Cottage Inc.,20.24,$455.22M,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,1.38,$168.77M,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,Natuzzi S.p.A.,1.65,$90.51M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,Nautilus Group Inc. (The),18.4,$570.08M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,Navigant Consulting Inc.,17.08,$812.68M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NVGS,Navigator Holdings Ltd.,12.02,$665.47M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs
NNA,Navios Maritime Acquisition Corporation,3.43,$517.01M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NM,Navios Maritime Holdings Inc.,1.16,$125.09M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,8.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,8.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^h
NAP,Navios Maritime Midstream Partners LP,10.96,$222.25M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap
NMM,Navios Maritime Partners LP,2.71,$225.15M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,11.59,$944.84M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,3.82,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d
NCS,NCI Building Systems Inc.,11.1,$822.31M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,26.19,$4.45B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,Neenah Paper Inc.,64.25,$1.08B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NEFF,Neff Corporation,7.52,$191.35M,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff
NNI,Nelnet Inc.,31.33,$1.41B,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,10.92,$442.51M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
N,Netsuite Inc,83.15,$6.61B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/n
NSR,Neustar Inc.,24.01,$1.27B,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
NVRO,Nevro Corp.,62.14,$1.74B,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
HYB,New America High Income Fund Inc. (The),7.75,$180.2M,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,New Germany Fund Inc. (The),15.29,$245.07M,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
NWHM,New Home Company Inc. (The),12.63,$208.6M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm
IRL,New Ireland Fund Inc. (The),14.38,$72.41M,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NEWM,New Media Investment Group Inc.,18.96,$847.71M,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm
NMFC,New Mountain Finance Corporation,14.01,$896.72M,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,New Oriental Education & Technology Group Inc.,31.6,$4.99B,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NEWR,New Relic Inc.,37.09,$1.81B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,11.7,$2.7B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
SNR,New Senior Investment Group Inc.,9.06,$784M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr
NWY,New York & Company Inc.,2.2,$141.86M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
NYCB,New York Community Bancorp Inc.,16.68,$8.09B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYCB^U,New York Community Bancorp Inc.,49.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u
NYRT,New York REIT Inc.,11.64,$1.89B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nyrt
NYT,New York Times Company (The),13.73,$2.22B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NCT,Newcastle Investment Corporation,4.27,$283.9M,2002,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nct
NCT^B,Newcastle Investment Corporation,26.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^b
NCT^C,Newcastle Investment Corporation,23.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^c
NCT^D,Newcastle Investment Corporation,24.378,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^d
NWL,Newell Rubbermaid Inc.,48.16,$12.86B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,35.41,$5.79B,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,29.72,$2.55B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,397.79,$4.77B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NEM,Newmont Mining Corporation,19.75,$10.45B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem
NR,Newpark Resources Inc.,5.41,$455.25M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr
NHF,NexPoint Credit Stategies Fund,21.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
NXRT,NexPoint Residential Trust Inc.,12.4,$264.04M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt
NEP,NextEra Energy Partners LP,23.01,$682.68M,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep
NEE,NextEra Energy Inc.,98.57,$45.4B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee
NEE^C,NextEra Energy Inc.,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^c
NEE^G,NextEra Energy Inc.,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^g
NEE^H,NextEra Energy Inc.,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^h
NEE^I,NextEra Energy Inc.,24.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^i
NEE^J,NextEra Energy Inc.,24.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^j
NEE^P,NextEra Energy Inc.,52.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^p
NEE^Q,NextEra Energy Inc.,50.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^q
NGL,NGL ENERGY PARTNERS LP,11.19,$1.2B,2011,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ngl
NMK^B,Niagara Mohawk Holdings Inc.,90.8,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b
NMK^C,Niagara Mohawk Holdings Inc.,93.8,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha),19.08,$22.75B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/nj
NLSN,Nielsen N.V.,46.68,$16.99B,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/nlsn
NKE,Nike Inc.,131.6,$112.15B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke
NMBL,Nimble Storage Inc.,10.93,$868.94M,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/nmbl
NTT,Nippon Telegraph and Telephone Corporation,37.78,$79.27B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntt
NKA,Niska Gas Storage Partners LLC,3.08,$117.01M,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/nka
NI,NiSource Inc,19.14,$6.1B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni
NL,NL Industries Inc.,3.26,$158.74M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl
NOAH,Noah Holdings Ltd.,30.82,$1.73B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah
NE,Noble Corporation,11.8,$2.86B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ne
NBL,Noble Energy Inc.,32.17,$13.79B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbl
NOK,Nokia Corporation,7.38,$27.15B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
NMR,Nomura Holdings Inc ADR,5.94,$21.37B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr
NORD,Nord Anglia Education Inc.,21.27,$2.08B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord
NAO,Nordic American Offshore Ltd,4.62,$105.94M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nao
NAT,Nordic American Tankers Limited,14.72,$1.31B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nat
